,loss,dense_37_loss,dense_34_loss,dense_36_loss,dense_37_accuracy,dense_34_accuracy,dense_36_accuracy,val_loss,val_dense_37_loss,val_dense_34_loss,val_dense_36_loss,val_dense_37_accuracy,val_dense_34_accuracy,val_dense_36_accuracy
10,4.512417316436768,1.5538171529769897,1.446988582611084,1.5116122961044312,0.4272300601005554,0.47026604413986206,0.4370109438896179,4.131704807281494,1.450897216796875,1.3140532970428467,1.366754174232483,0.4712499976158142,0.5,0.5
11,4.584686756134033,1.5946799516677856,1.481732964515686,1.5082738399505615,0.4166666567325592,0.4604851305484772,0.4550078213214874,4.075772762298584,1.4262679815292358,1.3124865293502808,1.337018609046936,0.46875,0.5149999856948853,0.5162500143051147
12,4.032378196716309,1.394719123840332,1.300705075263977,1.336954116821289,0.478090763092041,0.512910783290863,0.5176056623458862,3.62502384185791,1.2637025117874146,1.1644530296325684,1.1968684196472168,0.5425000190734863,0.5762500166893005,0.5787500143051147
13,4.1818952560424805,1.459238052368164,1.329059362411499,1.3935986757278442,0.4636150300502777,0.5125195384025574,0.4890453815460205,3.633370876312256,1.277761697769165,1.1563278436660767,1.1992814540863037,0.5325000286102295,0.5837500095367432,0.5687500238418579
14,3.736530303955078,1.3033440113067627,1.1803985834121704,1.252787470817566,0.5113458633422852,0.5637715458869934,0.5422534942626953,3.532226800918579,1.2284345626831055,1.1133674383163452,1.1904245615005493,0.5687500238418579,0.6000000238418579,0.5762500166893005
15,3.7657570838928223,1.3312852382659912,1.1576920747756958,1.2767800092697144,0.5121283531188965,0.5817683935165405,0.5434272289276123,3.4362246990203857,1.2719591856002808,1.0340522527694702,1.1302130222320557,0.5575000047683716,0.6399999856948853,0.6050000190734863
16,3.372751474380493,1.1775257587432861,1.06093168258667,1.1342946290969849,0.5669013857841492,0.6205008029937744,0.591549277305603,3.0128514766693115,1.0554697513580322,0.9487670063972473,1.0086150169372559,0.612500011920929,0.6524999737739563,0.6487500071525574
17,3.1632673740386963,1.0986193418502808,0.9963799118995667,1.0682681798934937,0.5978090763092041,0.635367751121521,0.6095461845397949,2.92521595954895,1.0148563385009766,0.9118442535400391,0.9985155463218689,0.6362500190734863,0.6775000095367432,0.6324999928474426
18,3.852182626724243,1.337868094444275,1.245841383934021,1.2684732675552368,0.5543818473815918,0.5982003211975098,0.5751173496246338,5.574197292327881,1.894680380821228,1.9451146125793457,1.734401822090149,0.27000001072883606,0.32624998688697815,0.375
19,4.936936378479004,1.7287156581878662,1.5726886987686157,1.6355314254760742,0.37989044189453125,0.42801252007484436,0.41118934750556946,4.454416275024414,1.6017628908157349,1.3736168146133423,1.479036808013916,0.41749998927116394,0.512499988079071,0.45500001311302185
20,4.112703800201416,1.4154895544052124,1.305773377418518,1.3914400339126587,0.49217528104782104,0.5226917266845703,0.4976525902748108,3.9186911582946777,1.3855992555618286,1.2312415838241577,1.3018503189086914,0.5037500262260437,0.5537499785423279,0.550000011920929
21,3.67915940284729,1.2830867767333984,1.1620906591415405,1.2339823246002197,0.5281690359115601,0.579812228679657,0.5637715458869934,3.2433271408081055,1.1420389413833618,1.0249382257461548,1.0763497352600098,0.6037499904632568,0.643750011920929,0.5987499952316284
22,3.135033369064331,1.0805559158325195,0.9933468699455261,1.0611306428909302,0.6032863855361938,0.6338028311729431,0.6056337952613831,2.8968722820281982,1.0367623567581177,0.9013842940330505,0.9587256908416748,0.6025000214576721,0.6812499761581421,0.637499988079071
23,2.9591848850250244,1.0251308679580688,0.924971342086792,1.0090833902359009,0.6251956224441528,0.6639280319213867,0.6279342770576477,3.0078768730163574,1.1189783811569214,0.8657845258712769,1.0231140851974487,0.5987499952316284,0.6912500262260437,0.6175000071525574
24,2.6797244548797607,0.9432657957077026,0.8114863634109497,0.9249727129936218,0.6654929518699646,0.7108763456344604,0.6733176708221436,2.9465060234069824,1.0706355571746826,0.8829429745674133,0.9929273724555969,0.6212499737739563,0.6887500286102295,0.6462500095367432
25,2.5152270793914795,0.8852174282073975,0.7752605080604553,0.8547491431236267,0.6768388152122498,0.721439778804779,0.6967918872833252,2.765462636947632,0.9847347736358643,0.8482669591903687,0.932460606098175,0.637499988079071,0.699999988079071,0.668749988079071
26,2.4027373790740967,0.8360370397567749,0.7459583878517151,0.8207420110702515,0.7018779516220093,0.7363067269325256,0.7089201807975769,2.185879707336426,0.7813214063644409,0.6673015356063843,0.7372569441795349,0.7237499952316284,0.768750011920929,0.7337499856948853
27,1.9937398433685303,0.6810017228126526,0.6315847635269165,0.6811531186103821,0.762910783290863,0.7809076905250549,0.7550860643386841,2.3252694606781006,0.8199816346168518,0.7006916999816895,0.8045960068702698,0.7012500166893005,0.7562500238418579,0.7037500143051147
28,1.7956665754318237,0.6148747801780701,0.576462984085083,0.6043288111686707,0.7852112650871277,0.7996870279312134,0.784820020198822,1.8582522869110107,0.7127715349197388,0.530231773853302,0.6152489185333252,0.7662500143051147,0.8287500143051147,0.8062499761581421
29,1.447945475578308,0.4885827600955963,0.4612889885902405,0.4980739951133728,0.8231611847877502,0.8470265865325928,0.8290297389030457,1.7122708559036255,0.6373081207275391,0.5235692858695984,0.5513933300971985,0.8025000095367432,0.8399999737739563,0.8162500262260437
30,1.666580319404602,0.5689058899879456,0.5437183976173401,0.5539560317993164,0.7957746386528015,0.8129890561103821,0.8086854219436646,2.109210968017578,0.8046484589576721,0.6123945116996765,0.6921682953834534,0.7574999928474426,0.793749988079071,0.7749999761581421
31,1.2933053970336914,0.44106894731521606,0.41625550389289856,0.4359810948371887,0.8329420685768127,0.864632248878479,0.8466353416442871,1.5660046339035034,0.6197980046272278,0.4289083480834961,0.5172982811927795,0.8212500214576721,0.862500011920929,0.8487499952316284
32,1.1074620485305786,0.3858110308647156,0.3544536828994751,0.367197185754776,0.872456967830658,0.8802816867828369,0.877543032169342,4.550300121307373,1.506351351737976,1.4703223705291748,1.5736265182495117,0.6150000095367432,0.6287500262260437,0.6362500190734863
33,2.1602046489715576,0.7851204872131348,0.6408393979072571,0.7342448830604553,0.728090763092041,0.7930359840393066,0.7550860643386841,1.5706928968429565,0.5780520439147949,0.4722120761871338,0.5204289555549622,0.8050000071525574,0.8412500023841858,0.8399999737739563
34,1.0042943954467773,0.3326241075992584,0.3410264253616333,0.3306439518928528,0.8814554214477539,0.8935837149620056,0.8892801403999329,1.5190740823745728,0.5702665448188782,0.46301648020744324,0.4857911169528961,0.8462499976158142,0.8450000286102295,0.862500011920929
35,0.6024574637413025,0.20094837248325348,0.20079685747623444,0.2007121741771698,0.9315336346626282,0.9358372688293457,0.9295774698257446,1.176711916923523,0.4489698112010956,0.33212676644325256,0.39561542868614197,0.893750011920929,0.9049999713897705,0.90625
36,0.4948679804801941,0.15745578706264496,0.16709358990192413,0.170318603515625,0.9518779516220093,0.9475743174552917,0.9417057633399963,1.9860005378723145,0.8029235005378723,0.5002811551094055,0.6827958822250366,0.8125,0.8687499761581421,0.8374999761581421
37,0.5699964761734009,0.19237637519836426,0.18775224685668945,0.18986783921718597,0.9307511448860168,0.9401408433914185,0.9377934336662292,1.529433250427246,0.5409964919090271,0.4777458608150482,0.5106909275054932,0.8575000166893005,0.8637499809265137,0.8525000214576721
38,0.6502352356910706,0.21662358939647675,0.2046596258878708,0.22895197570323944,0.928012490272522,0.930359959602356,0.9256650805473328,1.2597087621688843,0.44008326530456543,0.3936079740524292,0.4260175824165344,0.8799999952316284,0.8974999785423279,0.8812500238418579
39,0.5890898704528809,0.19833488762378693,0.18495933711528778,0.20579572021961212,0.9307511448860168,0.9358372688293457,0.9315336346626282,1.2355396747589111,0.45150646567344666,0.37015101313591003,0.41388222575187683,0.8912500143051147,0.9037500023841858,0.8974999785423279
40,0.33048248291015625,0.09791360795497894,0.11315085738897324,0.11941797286272049,0.964006245136261,0.9593114256858826,0.9636150002479553,1.408022403717041,0.5466123819351196,0.40118739008903503,0.4602227807044983,0.9087499976158142,0.9087499976158142,0.9087499976158142
41,0.21302606165409088,0.06048499792814255,0.08544807881116867,0.06709299981594086,0.9800469279289246,0.9741784334182739,0.9773082733154297,1.3674753904342651,0.5388116240501404,0.35663944482803345,0.4720246195793152,0.9100000262260437,0.9175000190734863,0.8999999761581421
42,0.13669097423553467,0.044308315962553024,0.048893459141254425,0.043489210307598114,0.9906103014945984,0.9866979718208313,0.9894366264343262,1.413070559501648,0.563239574432373,0.36829036474227905,0.48154038190841675,0.9012500047683716,0.925000011920929,0.9112499952316284
