,loss,accuracy,val_loss,val_accuracy
0,1.6787689924240112,0.40654414892196655,1.16647207736969,0.5950864553451538
1,1.1769487857818604,0.5900194048881531,0.8680219054222107,0.7136790752410889
2,0.9556638598442078,0.6718960404396057,0.7592283487319946,0.7440097332000732
3,0.8248077034950256,0.7219483256340027,0.6743308901786804,0.7734304070472717
4,0.721641480922699,0.7600477933883667,0.6468706130981445,0.7785865664482117
5,0.6420624852180481,0.7842522263526917,0.586479902267456,0.8040642738342285
6,0.5770561695098877,0.8112953901290894,0.5100706219673157,0.827115535736084
7,0.5121037364006042,0.8287763595581055,0.48025715351104736,0.8431907892227173
8,0.4660618305206299,0.8411773443222046,0.46741896867752075,0.8462238311767578
9,0.42174163460731506,0.863290011882782,0.4309156537055969,0.8589627146720886
10,0.37454572319984436,0.8746451735496521,0.42941296100616455,0.8616924285888672
11,0.3587789237499237,0.8813685774803162,0.418364554643631,0.8629056811332703
12,0.32133859395980835,0.8963095545768738,0.398569256067276,0.8689717650413513
13,0.2848868668079376,0.907216489315033,0.37297680974006653,0.8823172450065613
14,0.26661431789398193,0.9105035066604614,0.3827783763408661,0.880497395992279
15,0.2594727575778961,0.9115493893623352,0.3737536072731018,0.881104052066803
16,0.2284245640039444,0.9257433414459229,0.39226678013801575,0.8780709505081177
17,0.2176758199930191,0.9285820722579956,0.35557737946510315,0.8895965814590454
18,0.2108401209115982,0.9317197203636169,0.3471026122570038,0.8974825739860535
19,0.1828847974538803,0.9417301416397095,0.34639471769332886,0.8980891704559326
20,0.18429505825042725,0.9412819147109985,0.3612850308418274,0.8935396075248718
21,0.17048916220664978,0.9456148147583008,0.36598584055900574,0.8892933130264282
22,0.15714740753173828,0.9469594955444336,0.3695637881755829,0.8917197585105896
23,0.14180956780910492,0.9536829590797424,0.34435635805130005,0.8999090194702148
24,0.1594887375831604,0.9466606974601746,0.35006433725357056,0.8950561285018921
25,0.12883260846138,0.9566711783409119,0.36046046018600464,0.8989990949630737
26,0.13139773905277252,0.956073522567749,0.3465873599052429,0.9074916839599609
27,0.11582763493061066,0.9644404649734497,0.35240212082862854,0.900212287902832
28,0.13425269722938538,0.9580158591270447,0.34865888953208923,0.9029420614242554
29,0.11939793080091476,0.9611534476280212,0.35939130187034607,0.9014255404472351
30,0.1331472545862198,0.9542806148529053,0.3352174460887909,0.9029420614242554
31,0.10462884604930878,0.9662333726882935,0.35051578283309937,0.9035486578941345
32,0.10037257522344589,0.9668310284614563,0.3485667109489441,0.906885027885437
33,0.09164293110370636,0.9713132977485657,0.3482953608036041,0.9111313223838806
34,0.087178535759449,0.9710144996643066,0.39645522832870483,0.8965726494789124
35,0.08663291484117508,0.9728074073791504,0.36786648631095886,0.9044585824012756
36,0.08008463680744171,0.9722097516059875,0.3850175440311432,0.9041553139686584
37,0.08404597640037537,0.9737038612365723,0.36240535974502563,0.9084015488624573
38,0.09010066092014313,0.9722097516059875,0.3843821585178375,0.9050652384757996
39,0.08676740527153015,0.9705662727355957,0.35280320048332214,0.9108280539512634
40,0.07473579049110413,0.9772896766662598,0.36859291791915894,0.9108280539512634
41,0.07684317976236343,0.9772896766662598,0.36686649918556213,0.9150742888450623
42,0.06972857564687729,0.9789332151412964,0.3645652234554291,0.9114346504211426
43,0.07410277426242828,0.9763932228088379,0.3731938600540161,0.9105247259140015
44,0.07090379297733307,0.9769908785820007,0.38279396295547485,0.9074916839599609
45,0.06496352702379227,0.9802778959274292,0.37722867727279663,0.9111313223838806
46,0.08167635649442673,0.9760944247245789,0.3752269148826599,0.9102213978767395
47,0.06614150106906891,0.9805766940116882,0.3820744752883911,0.9087048768997192
48,0.07622161507606506,0.9762438535690308,0.3600996732711792,0.9132544994354248
49,0.05925996974110603,0.9802778959274292,0.37079718708992004,0.919927179813385
50,0.07230166345834732,0.9769908785820007,0.34744927287101746,0.9117379188537598
